currency,series,page,power_kw,power_hp,output_rpm,type_full,gearbox,motor,price_foot,price_flange
TL,İRK,31,,,"75.672,00",İRK 93,İRK 93,,2452.00,
TL,İRK,31,,,"3.321,00","2.587,00","2.587,00",,1915.00,
TL,İRK,31,,,"86.635,00",İRK 94,İRK 94,,2452.00,
TL,İRK,31,,,"3.321,00","2.587,00","2.587,00",,1915.00,
TL,İRK,31,,,"92.119,00",İRK 93 İR 62,İRK 93 İR 62,,2452.00,
TL,İRK,31,,,"3.321,00","2.587,00","2.587,00",,1915.00,
TL,İRK,31,,,"92.654,00",İRK 93 İR 63,İRK 93 İR 63,,2452.00,
TL,İRK,31,,,"3.321,00","2.587,00","2.587,00",,1915.00,
TL,İRK,31,,,"110.931,00",İRK 103,İRK 103,,2693.00,
TL,İRK,31,,,"3.681,00","2.846,00","2.846,00",,3224.00,
TL,İRK,31,,,"125.551,00",İRK 104,İRK 104,,2693.00,
TL,İRK,31,,,"3.681,00","2.846,00","2.846,00",,3224.00,
TL,İRK,31,,,"136.112,00",İRK 103 İR 62,İRK 103 İR 62,,2693.00,
TL,İRK,31,,,"3.681,00","2.846,00","2.846,00",,3224.00,
TL,İRK,31,,,"136.940,00",İRK 103 İR 63,İRK 103 İR 63,,2693.00,
TL,İRK,31,,,"3.681,00","2.846,00","2.846,00",,3224.00,
TL,İRK,31,,,"164.809,00",İRK 123,İRK 123,,4286.00,
TL,İRK,31,,,"5.824,00","4.527,00","4.527,00",,6150.00,
TL,İRK,31,,,"180.758,00",İRK 124,İRK 124,,4286.00,
TL,İRK,31,,,"5.824,00","4.527,00","4.527,00",,6150.00,
TL,İRK,31,,,"187.831,00",İRK 123 İR72,İRK 123 İR72,,4286.00,
TL,İRK,31,,,"5.824,00","4.527,00","4.527,00",,6150.00,
TL,İRK,31,,,"188.648,00",İRK 123 İR73,İRK 123 İR73,,4286.00,
TL,İRK,31,,,"5.824,00","4.527,00","4.527,00",,6150.00,
TL,İRK,31,,,"255.040,00",İRK 143,İRK 143,,6913.00,
TL,İRK,31,,,"9.929,00","7.307,00","7.307,00",,10349.00,
TL,İRK,31,,,"271.015,00",İRK 144,İRK 144,,6913.00,
TL,İRK,31,,,"9.929,00","7.307,00","7.307,00",,10349.00,
TL,İRK,31,,,"279.042,00",İRK 143 İR 72,İRK 143 İR 72,,6913.00,
TL,İRK,31,,,"9.929,00","7.307,00","7.307,00",,10349.00,
TL,İRK,31,,,"279.901,00",İRK 143 İR 73,İRK 143 İR 73,,6913.00,
TL,İRK,31,,,"9.929,00","7.307,00","7.307,00",,10349.00,
TL,İRK,31,,,"381.534,00",İRK 153,İRK 153,,8950.00,
TL,İRK,31,,,"10.882,00","9.463,00","9.463,00",,11379.00,
TL,İRK,31,,,"393.674,00",İRK 154,İRK 154,,8950.00,
TL,İRK,31,,,"10.882,00","9.463,00","9.463,00",,11379.00,
TL,İRK,31,,,"401.318,00",İRK 153 İR 92,İRK 153 İR 92,,8950.00,
TL,İRK,31,,,"10.882,00","9.463,00","9.463,00",,11379.00,
TL,İRK,31,,,"403.005,00",İRK 153 İR 93,İRK 153 İR 93,,8950.00,
TL,İRK,31,,,"10.882,00","9.463,00","9.463,00",,11379.00,
TL,İRK,31,,,"415.479,00",İRK 153 İR 102,İRK 153 İR 102,,8950.00,
TL,İRK,31,,,"10.882,00","9.463,00","9.463,00",,11379.00,
TL,YPM,36,0.12,,"0,21-0,48",YPPM 103 İR 63 / 63 M4a(*P),YPPM 103 İR 63,63 M4a(*P),96952.00,102186.00
TL,YPM,36,0.12,0.16,"0,56-0,71",YPPM 102 İR 63 / 63 M4a(*P),YPPM 102 İR 63,63 M4a(*P),94433.00,99667.00
TL,YPM,36,0.12,0.16,"0,30-0,42",YPPM 93 İR 63 / 63 M4a(*P),YPPM 93 İR 63,63 M4a(*P),76819.00,79317.00
TL,YPM,36,0.12,0.16,"0,49-1,2",YPPM 92 İR 63 / 63 M4a(*P),YPPM 92 İR 63,63 M4a(*P),74573.00,77071.00
TL,YPM,36,0.12,0.16,"0,53-0,95",YPPM 83 İR 53 / 63 M4a(*P),YPPM 83 İR 53,63 M4a(*P),55149.00,56650.00
TL,YPM,36,0.12,0.16,"0,99-2,2",YPPM 82 İR 53 / 63 M4a(*P),YPPM 82 İR 53,63 M4a(*P),53957.00,55458.00
TL,YPM,36,0.12,0.16,"0,91-3,7",YPPM 72 İR 53 / 63 M4a(*P),YPPM 72 İR 53,63 M4a(*P),39287.00,40420.00
TL,YPM,36,0.12,0.16,"2,9-5,5",YPPM 74 / 63 M4a(*P),YPPM 74,63 M4a(*P),33832.00,34965.00
TL,YPM,36,0.12,0.16,"2,2-10",YPPM 63 İR 42 / 63 M4a(*P),YPPM 63 İR 42,63 M4a(*P),31281.00,32309.00
TL,YPM,36,0.12,0.16,"3,9-11",YPPM 62 İR 42 / 63 M4a(*P),YPPM 62 İR 42,63 M4a(*P),30614.00,31642.00
TL,YPM,36,0.12,0.16,"7,4-11",YPPM 63 / 63 M4a(*P),YPPM 63,63 M4a(*P),21038.00,22066.00
TL,YPM,36,0.12,0.16,"4,0-8,0",YPM 53 İR 42 / 63 M4a,YPM 53 İR 42,63 M4a,28682.00,29543.00
TL,YPM,36,0.12,0.16,"7,2-16",YPPM 52 İR 42 / 63 M4a(*P),YPPM 52 İR 42,63 M4a(*P),28309.00,29170.00
TL,YPM,36,0.12,0.16,10-17,YPPM 53 / 63 M4a(*P),YPPM 53,63 M4a(*P),16537.00,17398.00
TL,YPM,36,0.12,0.16,10-60,YPPM 43 / 63 M4a(*P),YPPM 43,63 M4a(*P),14020.00,14881.00
TL,YPM,36,0.18,0.16,"0,27-0,48",YPPM 103 İR 63 / 63 M4b(*P),YPPM 103 İR 63,63 M4b(*P),97342.00,102576.00
TL,YPM,36,0.18,0.25,"0,56-1,3",YPPM 102 İR 63 / 63 M4b(*P),YPPM 102 İR 63,63 M4b(*P),94700.00,99934.00
TL,YPM,36,0.18,0.25,"0,38-0,42",YPPM 93 İR 63 / 63 M4a(*P),YPPM 93 İR 63,63 M4a(*P),77177.00,79675.00
TL,YPM,36,0.18,0.25,"0,49-1,3",YPPM 92 İR 62 / 63 M4a(*P),YPPM 92 İR 62,63 M4a(*P),74936.00,77434.00
TL,YPM,36,0.18,0.25,"1,1-1,8",YPM 94 / 71 M6a,YPM 94,71 M6a,69783.00,72281.00
TL,YPM,36,0.18,0.25,"0,86-0,95",YPPM 83 İR 53 / 63 M4b(*P),YPPM 83 İR 53,63 M4b(*P),55690.00,57191.00
TL,YPM,36,0.18,0.25,"0,99-2,2",YPPM 82 İR 53 / 63 M4b(*P),YPPM 82 İR 53,63 M4b(*P),54476.00,55977.00
TL,YPM,36,0.18,0.25,"1,3-1,9",YPM 84 / 71 M6a,YPM 84,71 M6a,50479.00,51980.00
TL,YPM,36,0.18,0.25,"1,5-3,7",YPPM 72 İR 53 / 63 M4b(*P),YPPM 72 İR 53,63 M4b(*P),39518.00,40651.00
TL,YPM,36,0.18,0.25,"1,8-2,4",YPM 74 / 71 M6a,YPM 74,71 M6a,34150.00,35283.00
TL,YPM,36,0.18,0.25,"2,9-6,1",YPPM 74 / 63 M4b(*P),YPPM 74,63 M4b(*P),34082.00,35215.00
TL,YPM,36,0.18,0.25,"4,9-6,9",YPM 73 / 71 M6a,YPM 73,71 M6a,29277.00,30410.00
TL,YPM,36,0.18,0.25,"6,6-7,0",YPPM 73 / 63 M4b(*P),YPPM 73,63 M4b(*P),28962.00,30095.00
TL,YPM,36,0.18,0.25,"3,3-10",YPPM 63 İR 42 / 63 M4b(*P),YPPM 63 İR 42,63 M4b(*P),31400.00,32428.00
TL,YPM,36,0.18,0.25,"3,9-11",YPPM 62 İR 42 / 63 M4b(*P),YPPM 62 İR 42,63 M4b(*P),30786.00,31814.00
TL,YPM,36,0.18,0.25,"4,7-5,1",YPPM 63 / 71 M6a(*P),YPPM 63,71 M6a(*P),23063.00,24091.00
TL,YPM,36,0.18,0.25,"5,4-8,5",YPM 63 / 71 M6a,YPM 63,71 M6a,22209.00,23237.00
TL,YPM,36,0.18,0.25,"7,4-15",YPPM 63 / 63 M4b(*P),YPPM 63,63 M4b(*P),21212.00,22240.00
TL,YPM,36,0.18,0.25,"5,4-8,0",YPM 53 İR 42 / 63 M4b,YPM 53 İR 42,63 M4b,30248.00,31109.00
TL,YPM,36,0.18,0.25,"7,2-16",YPPM 52 İR 42 / 63 M4b(*P),YPPM 52 İR 42,63 M4b(*P),29905.00,30766.00
TL,YPM,36,0.18,0.25,"6,6-8,6",YPM 53 / 71 M6a,YPM 53,71 M6a,17197.00,18058.00
TL,YPM,36,0.18,0.25,10-17,YPPM 53 / 63 M4b(*P),YPPM 53,63 M4b(*P),16632.00,17493.00
TL,YPM,36,0.18,0.25,10-60,YPPM 43 / 63 M4b(*P),YPPM 43,63 M4b(*P),14294.00,15155.00
TL,YPM,36,0.18,0.25,62-302,YPPM 42 / 63 M4b(*P),YPPM 42,63 M4b(*P),13899.00,14760.00
TL,YPM,36,0.18,0.25,332-605,YPPM 42 / 63 M2a(*P),YPPM 42,63 M2a(*P),13951.00,14812.00
TL,YPM,36,0.25,0.25,"0,13-0,43",YPM 143 İR 73 / 71 M4a,YPM 143 İR 73,71 M4a,203076.00,215855.00
TL,YPM,36,0.25,0.34,"0,18-0,43",YPM 123 İR 73 / 71 M4a,YPM 123 İR 73,71 M4a,132830.00,140439.00
TL,YPM,36,0.25,0.34,"0,36-0,48",YPM 103 İR 63 / 71 M4a,YPM 103 İR 63,71 M4a,97855.00,103089.00
TL,YPM,36,0.25,0.34,"0,56-1,8",YPM 102 İR 63 / 71 M4a,YPM 102 İR 63,71 M4a,95384.00,100618.00
TL,YPM,36,0.25,0.34,"1,1-1,4",YPM 104 / 71 M6b,YPM 104,71 M6b,91816.00,97050.00
TL,YPM,36,0.25,0.34,"0,55-2,0",YPM 92 İR 63 / 71 M4a,YPM 92 İR 63,71 M4a,75961.00,78459.00
TL,YPM,36,0.25,0.34,"1,2-2,1",YPM 94 / 71 M6b,YPM 94,71 M6b,70101.00,72599.00
TL,YPM,36,0.25,0.34,"1,8-2,5",YPM 94 / 71 M4a,YPM 94,71 M4a,69258.00,71756.00
TL,YPM,36,0.25,0.34,"1,2-4,1",YPM 82 İR 53 / 71 M4a,YPM 82 İR 53,71 M4a,54969.00,56470.00
TL,YPM,36,0.25,0.34,"3,2-5,0",YPM 82 İR 52 / 71 M4a,YPM 82 İR 52,71 M4a,54434.00,55935.00
TL,YPM,37,0.25,,"1,4-1,9",YPM 84 / 71 M6b,YPM 84,71 M6b,50771.00,52272.00
TL,YPM,37,0.25,0.34,"2,1-4,3",YPM 84 / 71 M4a,YPM 84,71 M4a,49975.00,51476.00
TL,YPM,37,0.25,0.34,"3,7-5,2",YPM 83 / 71 M6b,YPM 83,71 M6b,43869.00,45370.00
TL,YPM,37,0.25,0.34,"2,4-7,2",YPM 73 İR 52 / 71 M4a,YPM 73 İR 52,71 M4a,39950.00,41083.00
TL,YPM,37,0.25,0.34,"2,0-7,9",YPM 72 İR 53 / 71 M4a,YPM 72 İR 53,71 M4a,39633.00,40766.00
TL,YPM,37,0.25,0.34,"2,9-6,1",YPM 74 / 71 M4a,YPM 74,71 M4a,33748.00,34881.00
TL,YPM,37,0.25,0.34,"4,2-4,5",YPPM 73 / 71 M6b(*P),YPPM 73,71 M6b(*P),32363.00,33496.00
TL,YPM,37,0.25,0.34,"4,9-7,0",YPM 73 / 71 M6b,YPM 73,71 M6b,30677.00,31810.00
TL,YPM,37,0.25,0.34,"6,6-7,1",YPM 73 / 71 M4a,YPM 73,71 M4a,29866.00,30999.00
TL,YPM,37,0.25,0.34,"4,9-10",YPM 63 İR 42 / 71 M4a,YPM 63 İR 42,71 M4a,32244.00,33272.00
TL,YPM,37,0.25,0.34,"5,0-11",YPM 62 İR 42 / 71 M4a,YPM 62 İR 42,71 M4a,31660.00,32688.00
TL,YPM,37,0.25,0.34,"5,1",YPPM 63 / 71 M6b(*P),YPPM 63,71 M6b(*P),23597.00,24625.00
TL,YPM,37,0.25,0.34,"5,4-8,5",YPM 63 / 71 M6b,YPM 63,71 M6b,22365.00,23393.00
TL,YPM,37,0.25,0.34,"7,4-22",YPPM 63 / 71 M4a(*P),YPPM 63,71 M4a(*P),22770.00,23798.00
TL,YPM,37,0.25,0.34,"8,4-15",YPM 63 / 71 M4a,YPM 63,71 M4a,21582.00,22610.00
TL,YPM,37,0.25,0.34,8,YPM 53 İR 42 / 71 M4a,YPM 53 İR 42,71 M4a,30399.00,31260.00
TL,YPM,37,0.25,0.34,"9,1-16",YPM 52 İR 42 / 71 M4a,YPM 52 İR 42,71 M4a,30058.00,30919.00
TL,YPM,37,0.25,0.34,12-61,YPM 53 / 71 M4a,YPM 53,71 M4a,16680.00,17541.00
TL,YPM,37,0.25,0.34,54,YPPM 52 / 71 M4a(*P),YPPM 52,71 M4a(*P),17233.00,18094.00
TL,YPM,37,0.25,0.34,63-328,YPM 52 / 71 M4a,YPM 52,71 M4a,16336.00,17197.00
TL,YPM,37,0.25,0.34,386-782,YPM 52 / 63 M2b,YPM 52,63 M2b,16226.00,17087.00
TL,YPM,37,0.25,0.34,14-60,YPM 43 / 71 M4a,YPM 43,71 M4a,14766.00,15627.00
TL,YPM,37,0.25,0.34,37-58,YPPM 43 / 63 M2b(*P),YPPM 43,63 M2b(*P),14393.00,15254.00
TL,YPM,37,0.25,0.34,62-302,YPM 42 / 71 M4a,YPM 42,71 M4a,14336.00,15197.00
TL,YPM,37,0.25,0.34,332-605,YPPM 42 / 63 M2b(*P),YPPM 42,63 M2b(*P),14164.00,15025.00
TL,YPM,37,0.37,0.34,"0,19-0,64",YPM 143 İR 73 / 71 M4b,YPM 143 İR 73,71 M4b,203925.00,216704.00
TL,YPM,37,0.37,0.50,"0,32-0,43",YPM 123 İR 73 / 71 M4b,YPM 123 İR 73,71 M4b,133120.00,140729.00
TL,YPM,37,0.37,0.50,"0,63-5,8",YPM 102 İR 63 / 71 M4b,YPM 102 İR 63,71 M4b,97433.00,102667.00
TL,YPM,37,0.37,0.50,"1,1-1,4",YPM 104 / 80 M6a,YPM 104,80 M6a,92349.00,97583.00
TL,YPM,37,0.37,0.50,,YPPM 104 / 71 M4b(*P),YPPM 104,71 M4b(*P),95236.00,100470.00
TL,YPM,37,0.37,0.50,"0,78-3,3",YPM 92 İR 63 / 71M4b,YPM 92 İR 63,71M4b,76295.00,78793.00
TL,YPM,37,0.37,0.50,"1,2-2,1",YPM 94 / 80 M6a,YPM 94,80 M6a,70696.00,73194.00
TL,YPM,37,0.37,0.50,"1,8-3,9",YPM 94 / 71 M4b,YPM 94,71 M4b,69689.00,72187.00
TL,YPM,37,0.37,0.50,"3,1-4,5",YPM 93 / 80 M6a,YPM 93,80 M6a,61046.00,63544.00
TL,YPM,37,0.37,0.50,"1,9-5,2",YPM 82 İR 53 / 71 M4b,YPM 82 İR 53,71 M4b,55858.00,57359.00
TL,YPM,37,0.37,0.50,"3,2-6,3",YPM 82 İR 52 / 71 M4b,YPM 82 İR 52,71 M4b,55383.00,56884.00
TL,YPM,37,0.37,0.50,"1,9",YPM 84 / 80 M6a,YPM 84,80 M6a,51365.00,52866.00
TL,YPM,37,0.37,0.50,"2,1-5,4",YPM 84 / 71 M4b,YPM 84,71 M4b,50248.00,51749.00
TL,YPM,37,0.37,0.50,"3,7-5,2",YPM 83 / 80 M6a,YPM 83,80 M6a,44471.00,45972.00
TL,YPM,37,0.37,0.50,"5,8-6,9",YPM 83 / 71 M4b,YPM 83,71 M4b,43350.00,44851.00
TL,YPM,37,0.37,0.50,"4,2-7,2",YPM 73 İR 53 / 71 M4b,YPM 73 İR 53,71 M4b,40684.00,41817.00
TL,YPM,37,0.37,0.50,"2,8-7,9",YPM 72 İR 53 / 71 M4b,YPM 72 İR 53,71 M4b,40257.00,41390.00
TL,YPM,37,0.37,0.50,"3,8-6,1",YPM 74 / 71 M4b,YPM 74,71 M4b,34497.00,35630.00
TL,YPM,37,0.37,0.50,"4,2-4,5",YPPM 73 / 80 M6a(*P),YPPM 73,80 M6a(*P),33015.00,34148.00
TL,YPM,37,0.37,0.50,"4,9-6,9",YPM 73 / 80 M6a,YPM 73,80 M6a,31294.00,32427.00
TL,YPM,37,0.37,0.50,"6,6-7,1",YPPM 73 / 71 M4b(*P),YPPM 73,71 M4b(*P),31851.00,32984.00
TL,YPM,37,0.37,0.50,"7,6-18",YPM 73 / 71 M4b,YPM 73,71 M4b,30191.00,31324.00
TL,YPM,37,0.37,0.50,"6,2-10",YPM 63 İR 42 / 71 M4b,YPM 63 İR 42,71 M4b,33121.00,34149.00
TL,YPM,37,0.37,0.50,"7,1-11",YPM 62 İR 42 / 71 M4b,YPM 62 İR 42,71 M4b,32485.00,33513.00
TL,YPM,37,0.37,0.50,"6,9-8,5",YPM 63 / 80 M6a,YPM 63,80 M6a,23088.00,24116.00
TL,YPM,38,0.37,,"7,4-32",YPPM 63 / 71 M4b(*P),YPPM 63,71 M4b(*P),23208.00,24236.00
TL,YPM,38,0.37,0.50,"8,4-29",YPM 63 / 71 M4b,YPM 63,71 M4b,22000.00,22861.00
TL,YPM,38,0.37,0.50,15-61,YPM 53 / 71 M4b,YPM 53,71 M4b,17051.00,17912.00
TL,YPM,38,0.37,0.50,63-328,YPM 52 / 71 M4b,YPM 52,71 M4b,16643.00,17504.00
TL,YPM,38,0.37,0.50,386-782,YPM 52 / 71 M2a,YPM 52,71 M2a,16381.00,17242.00
TL,YPM,38,0.37,0.50,21-60,YPM 43 / 71 M4b,YPM 43,71 M4b,15050.00,15911.00
TL,YPM,38,0.37,0.50,37-58,YPM 43 / 71 M2a,YPM 43,71 M2a,14722.00,15583.00
TL,YPM,38,0.37,0.50,62-72,YPPM 42 / 71 M4b(*P),YPPM 42,71 M4b(*P),15444.00,16305.00
TL,YPM,38,0.37,0.50,83-302,YPM 42 / 71 M4b,YPM 42,71 M4b,14639.00,15500.00
TL,YPM,38,0.37,0.50,332-605,YPM 42 / 71 M2a,YPM 42,71 M2a,14382.00,15243.00
TL,YPM,38,0.55,0.50,"0,21-0,60",YPM 153 İR 83 / 80 M4a,YPM 153 İR 83,80 M4a,315244.00,332281.00
TL,YPM,38,0.55,0.75,"0,26-0,64",YPM 143 İR 73 / 80 M4a,YPM 143 İR 73,80 M4a,204343.00,217122.00
TL,YPM,38,0.55,0.75,"0,52-1,1",YPM 143 İR 72 / 80 M4a,YPM 143 İR 72,80 M4a,203253.00,216032.00
TL,YPM,38,0.55,0.75,"0,47-2,3",YPM 123 İR 72 / 80 M4a,YPM 123 İR 72,80 M4a,134030.00,141639.00
TL,YPM,38,0.55,0.75,"1,2-1,4",YPM 124 / 80 M6b,YPM 124,80 M6b,122222.00,129831.00
TL,YPM,38,0.55,0.75,"0,87-5,8",YPM 102 İR 63 / 80 M4a,YPM 102 İR 63,80 M4a,98426.00,103660.00
TL,YPM,38,0.55,0.75,"1,0-1,4",YPM 104 / 80 M6b,YPM 104,80 M6b,93053.00,98287.00
TL,YPM,38,0.55,0.75,"1,6-4,0",YPM 104 / 80 M4a,YPM 104,80 M4a,92204.00,97438.00
TL,YPM,38,0.55,0.75,"1,2-3,9",YPM 92 İR 63 / 80 M4a,YPM 92 İR 63,80 M4a,76792.00,79290.00
TL,YPM,38,0.55,0.75,"4,9-6,2",YPM 92 İR 62 / 80 M4a,YPM 92 İR 62,80 M4a,74492.00,76990.00
TL,YPM,38,0.55,0.75,"1,4-2,1",YPM 94 / 80 M6b,YPM 94,80 M6b,71347.00,73845.00
TL,YPM,38,0.55,0.75,"1,8-4,4",YPM 94 / 80 M4a,YPM 94,80 M4a,70485.00,72983.00
TL,YPM,38,0.55,0.75,"3,1-4,5",YPM 93 / 80 M6b,YPM 93,80 M6b,61934.00,64432.00
TL,YPM,38,0.55,0.75,"4,9-6,6",YPM 93 / 80 M4a,YPM 93,80 M4a,61072.00,63570.00
TL,YPM,38,0.55,0.75,"2,7-5,2",YPM 82 İR 53 / 80 M4a,YPM 82 İR 53,80 M4a,56439.00,57940.00
TL,YPM,38,0.55,0.75,"3,2-6,3",YPM 82 İR 52 / 80 M4a,YPM 82 İR 52,80 M4a,55967.00,57468.00
TL,YPM,38,0.55,0.75,"3,0-5,4",YPM 84 / 80 M4a,YPM 84,80 M4a,51239.00,52740.00
TL,YPM,38,0.55,0.75,"3,7-5,2",YPM 83 / 80 M6b,YPM 83,80 M6b,45136.00,46637.00
TL,YPM,38,0.55,0.75,"5,8-14",YPM 83 / 80 M4a,YPM 83,80 M4a,44302.00,45803.00
TL,YPM,38,0.55,0.75,"5,3-7,2",YPM 73 İR 52 / 80 M4a,YPM 73 İR 52,80 M4a,41694.00,42827.00
TL,YPM,38,0.55,0.75,"4,3-6,4",YPM 72 İR 53 / 80 M4a,YPM 72 İR 53,80 M4a,41279.00,42412.00
TL,YPM,38,0.55,0.75,"6,1",YPM 74 / 80 M4a,YPM 74,80 M4a,35618.00,36751.00
TL,YPM,38,0.55,0.75,"6,2-7,0",YPM 73 / 80 M6b,YPM 73,80 M6b,31897.00,32925.00
TL,YPM,38,0.55,0.75,"6,6-7,1",YPPM 73 / 80 M4a(*P),YPPM 73,80 M4a(*P),32814.00,33842.00
TL,YPM,38,0.55,0.75,"7,6-27",YPM 73 / 80 M4a,YPM 73,80 M4a,31102.00,32130.00
TL,YPM,38,0.55,0.75,11-46,YPM 63 / 80 M4a,YPM 63,80 M4a,22922.00,23950.00
TL,YPM,38,0.55,0.75,21-61,YPM 53 / 80 M4a,YPM 53,80 M4a,18021.00,18882.00
TL,YPM,38,0.55,0.75,63-391,YPM 52 / 80 M4a,YPM 52,80 M4a,17675.00,18536.00
TL,YPM,38,0.55,0.75,433-782,YPM 52 / 71 M2b,YPM 52,71 M2b,16689.00,17550.00
TL,YPM,38,0.55,0.75,33-60,YPM 43 / 80 M4a,YPM 43,80 M4a,15997.00,16858.00
TL,YPM,38,0.55,0.75,37-58,YPM 43 / 71 M2b,YPM 43,71 M2b,14904.00,15765.00
TL,YPM,38,0.55,0.75,62-72,YPPM 42 / 80 M4a(*P),YPPM 42,80 M4a(*P),16480.00,17341.00
TL,YPM,38,0.55,0.75,83-302,YPM 42 / 80 M4a,YPM 42,80 M4a,15622.00,16483.00
TL,YPM,38,0.55,0.75,332-605,YPM 42 / 71 M2b,YPM 42,71 M2b,14672.00,15533.00
TL,YPM,38,0.75,0.75,"0,27-0,60",YPM 153 İR 83 / 80 M4b,YPM 153 İR 83,80 M4b,317818.00,334855.00
TL,YPM,38,0.75,1,"0,63-0,78",YPM 152 İR 83 / 80 M4b,YPM 152 İR 83,80 M4b,306687.00,323724.00
TL,YPM,38,0.75,1,"0,38-0,64",YPM 143 İR 73 / 80 M4b,YPM 143 İR 73,80 M4b,206393.00,219172.00
TL,YPM,38,0.75,1,"0,52-1,1",YPM 143 İR 72 / 80 M4b,YPM 143 İR 72,80 M4b,205452.00,218231.00
TL,YPM,38,0.75,1,"1,1-1,3",YPM 144 / 90 S6a(*P),YPM 144,90 S6a(*P),203954.00,216733.00
TL,YPM,38,0.75,1,"0,59-3,5",YPM 123 İR 72 / 80 M4b,YPM 123 İR 72,80 M4b,135996.00,143605.00
TL,YPM,39,0.75,,"1,2-1,6",YPM 124 / 90 S6a,YPM 124,90 S6a,124055.00,131664.00
TL,YPM,39,0.75,1,"1,8-2,2",YPM 124 / 80 M4b,YPM 124,80 M4b,123479.00,131088.00
TL,YPM,39,0.75,1,"1,5-5,8",YPM 102 İR 63 / 80 M4b,YPM 102 İR 63,80 M4b,100397.00,108006.00
TL,YPM,39,0.75,1,"1,4",YPPM 104 / 90 S6a,YPPM 104,90 S6a,94912.00,100146.00
TL,YPM,39,0.75,1,"1,6-5,4",YPM 104 / 80 M4b,YPM 104,80 M4b,94209.00,99443.00
TL,YPM,39,0.75,1,"3,3-5,6",YPPM 103 / 90 S6a(*P),YPPM 103,90 S6a(*P),91108.00,96342.00
TL,YPM,39,0.75,1,"1,6-3,9",YPM 92 İR 63 / 80 M4b,YPM 92 İR 63,80 M4b,78916.00,81414.00
TL,YPM,39,0.75,1,"4,9-6,2",YPM 92 İR 62 / 80 M4b,YPM 92 İR 62,80 M4b,76617.00,79115.00
TL,YPM,39,0.75,1,"2,1",YPM 94 / 90 S6a,YPM 94,90 S6a,73347.00,75845.00
TL,YPM,39,0.75,1,"2,0-4,4",YPM 94 / 80 M4b,YPM 94,80 M4b,72677.00,75175.00
TL,YPM,39,0.75,1,"3,1",YPPM 93 / 90 S6a(*P),YPPM 93,90 S6a(*P),66352.00,68850.00
TL,YPM,39,0.75,1,"3,6-4,5",YPM 93 / 90 S6a,YPM 93,90 S6a,63493.00,65991.00
TL,YPM,39,0.75,1,"4,9-7,0",YPM 93 / 80 M4b,YPM 93,80 M4b,62876.00,65374.00
TL,YPM,39,0.75,1,"3,6-6,3",YPM 82 İR 53 / 80 M4b,YPM 82 İR 53,80 M4b,58452.00,59953.00
TL,YPM,39,0.75,1,"3,6-6,3",YPM 82 İR 52 / 80 M4b,YPM 82 İR 52,80 M4b,57964.00,59465.00
TL,YPM,39,0.75,1,"4,3-5,4",YPM 84 / 80 M4b,YPM 84,80 M4b,53223.00,54724.00
TL,YPM,39,0.75,1,"4,3-5,2",YPM 83 / 90 S6a,YPM 83,90 S6a,47008.00,48509.00
TL,YPM,39,0.75,1,"5,8-16",YPM 83 / 80 M4b,YPM 83,80 M4b,46326.00,47827.00
TL,YPM,39,0.75,1,"8,5-31",YPM 73 / 80 M4b,YPM 73,80 M4b,33269.00,34402.00
TL,YPM,39,0.75,1,15-46,YPM 63 / 80 M4b,YPM 63,80 M4b,24917.00,25945.00
TL,YPM,39,0.75,1,44-77,YPM 62 / 80 M4b,YPM 62,80 M4b,24303.00,25331.00
TL,YPM,39,0.75,1,29-61,YPM 53 / 80 M4b,YPM 53,80 M4b,19902.00,20763.00
TL,YPM,39,0.75,1,63-391,YPM 52 / 80 M4b,YPM 52,80 M4b,19556.00,20417.00
TL,YPM,39,0.75,1,433-782,YPM 52 / 80 M2a,YPM 52,80 M2a,17893.00,18754.00
TL,YPM,39,0.75,1,37-58,YPM 43 / 80 M2a,YPM 43,80 M2a,16565.00,17426.00
TL,YPM,39,0.75,1,62-72,YPPM 42 / 80 M4b(*P),YPPM 42,80 M4b(*P),18496.00,19357.00
TL,YPM,39,0.75,1,83-302,YPM 42 / 80 M4b,YPM 42,80 M4b,17533.00,18394.00
TL,YPM,39,0.75,1,332-605,YPM 42 / 80 M2a,YPM 42,80 M2a,15846.00,16707.00
TL,YPM,39,1.1,1,"0,45-0,60",YPM 153 İR 83 / 90 S4a,YPM 153 İR 83,90 S4a,321838.00,338875.00
TL,YPM,39,1.1,1.5,"0,63-1,1",YPM 152 İR 83 / 90 S4a,YPM 152 İR 83,90 S4a,310723.00,327760.00
TL,YPM,39,1.1,1.5,"0,58-0,64",YPM 143 İR 73 / 90 S4a,YPM 143 İR 73,90 S4a,207997.00,220776.00
TL,YPM,39,1.1,1.5,"0,72-2,6",YPM 143 İR 72 / 90 S4a,YPM 143 İR 72,90 S4a,206745.00,219524.00
TL,YPM,39,1.1,1.5,"1,1-1,4",YPPM 144 / 90 L6b(*P),YPPM 144,90 L6b(*P),205324.00,218103.00
TL,YPM,39,1.1,1.5,"1,6-2,2",YPPM 144 / 90 S4a(*P),YPPM 144,90 S4a(*P),204495.00,217274.00
TL,YPM,39,1.1,1.5,"0,86-4,5",YPM 123 İR 72 / 90 S4a,YPM 123 İR 72,90 S4a,135097.00,142706.00
TL,YPM,39,1.1,1.5,"1,2-1,6",YPPM 124 / 90 L6b(*P),YPPM 124,90 L6b(*P),125395.00,133004.00
